sitios,Raja radiata,Raja naevus,Raja undulata,Raja clavata,Raja microocellata,Raja brachyura,Raja montagui,Torpedo marmorata,Torpedo nobiliana,Squalus acanthias,Scyliorhinus canicula,Scyliorhinus stellaris,Mustelus mustelus,Mustelus asterias,Galeorhinus galeus,Anguilla anguilla,Conger conger,Gadus morhua,Melanogrammus aeglefinus,Merlangius merlangus,Trisopterus minutus,Trisopterus luscus,Pollachius pollachius,Molva molva,Ciliata mustela,Rhinonemus cimbrius,Gaidropsarus mediterraneus,Gaidropsarus vulgaris,Raniceps raninus,Merluccius merluccius,Coryphaenoides rupestris,Lophius piscatorius,Gasterosteus aculeatus,Syngnathus acus,Syngnathus rostellatus,Entelurus aequoreus,Hippocampus ramulosus,Hippocampus hippocampus,Capros aper,Spondyliosoma cantharus,Mullus surmuletus,Cepola rubescens,Dicentrarchus labrax,Labrus mixtus,Labrus bergylta,Centrolabrus exoletus,Ctenolabrus rupestris,Crenilabrus melops,Zoarces viviparus,Pholis gunnellus,Chirolophis ascanii,Lumpenus lumpretaeformis,Echiichthys vipera,Trachinus draco,Blennius ocellaris,Parablennius gattorugine,Diplecogaster bimaculata,Perciformes sp,Gobius paganellus,Gobius niger,Gobius gasteveni,Lesueurigobius friesii,Solea solea,Buglossidium luteum,Solea lascaris,Microchirus variegatus,Pleuronectes platessa,Platichthys flesus,Limanda limanda,Microstomus kitt,Glyptocephalus cynoglossus,Hippoglossoides platessoides,Hippoglossus hippoglossus,Scophthalmus rhombus,Scophthalmus maximus,Lepidorhombus whiffiagonis,Phrynorhombus regius,Phrynorhombus norvegicus,Zeugopterus punctatus,Arnoglossus laterna,Arnoglossus imperialis,Trigla lucerna,Aspitrigla cuculus,Eutrigla gurnardus,Trigloporus lastoviza,Myxocephalus scorpius,Taurulus bubalis,Agonus cataphractus,Cyclopterus lumpus,Liparis liparis,Zeus faber,Mola mola,Chelon labrosus,zona
S150,0,0,0,5.5,0,0,0,0,0,0,3.4,0,0,0,0,0,0,3,4,9,6.66667,4,0,0,0,3,0,0,0,2,0,1.66667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,10.7143,8,0,0,17.7143,0,79,0,3.4,2.2,0,1,0,0,0,0,0,4,0,1.4,0,9.85714,0,0,0,3.25,1,0,0,0,0,Eastern Irish Sea
S151,0,0,0,3.85714,0,0,1.5,0,0,0,1.66667,0,0,0,0,0,0,6,1,4.4,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4545,0,0,0,0,1.5,34.4286,0,0,113.571,0,106.286,2,0,0,0,1.5,0,0,0,0,0,2.6,0,1.83333,0,14,0,2,0,11.3333,0,0,0,0,0,Eastern Irish Sea
S152,0,0,0,2,0,0,1,0,0,0,7.42857,0,0,0,0,0,0,6.6,0,25.2857,12.5,12.6667,0,2,0,0,0,0,0,0,0,1,0,3.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.375,0,0,0,0,4.4,74.1429,0,0,30,0,298.143,0,0,0,0,1,0,0,0,0,0,2.66667,0,4,0,4.66667,0,0,1,17.5714,0,0,0,0,0,Eastern Irish Sea
S153,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,15.5,11.5,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8333,0,0,0,0,40,0,0,0,13.5,0,122.25,0,0,4,0,0,2,0,0,0,0,3.33333,0,2,0,9.25,0,0,0,3.33333,2,0,0,0,0,Eastern Irish Sea
S154,0,0,0,0,0,0,0,0,0,0,3.66667,0,0,0,0,0,0,1,0,22.4,9.4,7,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4545,0,0,0,0,12.7143,39.2857,0,9.8,63.7143,0,155,1.33333,0,0,0,3,0,0,0,0,0,33.2857,0,3.33333,0,34,0,0,0,26.7143,2.5,0,0,0,0,Eastern Irish Sea
S155,0,0,0,2,0,0,0,0,0,0,9.85714,0,0,0,0,0,0,14.1667,0,101,13.5,77.5,0,0,0,0,0,0,0,0,0,1.33333,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,33.25,0,0,0,0,85.4286,66.4286,0,0,344.857,8.2,292.714,0,2,0,0,2,0,0,0,0,0,3.75,0,7.75,0,2.8,0,0,0,32.7143,2,0,0,0,0,Eastern Irish Sea
S156,0,0,0,4.4,0,1,1,0,0,0,8.4,0,0,0,0,0,2,3.8,0,63,23.2,25.6667,0,0,0,0,0,0,0,0,0,1.25,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.2,0,0,0,0,9,0,0,0,0,22.1429,5.2,0,0,52.8571,0,54.1429,1.5,0,0,0,1,2,0,0,0,0,8.33333,0,5.8,0,5.5,0,0,0,28.7143,0,0,0,0,0,Eastern Irish Sea
S157,0,0,0,5,0,0,2,0,0,0,5.25,0,0,0,0,0,1,1.5,0,81.1429,4,17.5,0,0,0,0,0,0,0,0,0,1.66667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,15.1429,0,0,0,0,18.8571,132.857,0,0,95.7143,0,74.8571,0,0,0,0,1,0,0,0,0,0,20.5714,0,10,0,16.5714,0,0,0,8.42857,1,0,0,0,0,Eastern Irish Sea
S158,0,0,0,2.66667,0,0,0,0,0,0,4.75,0,0,0,0,0,0,3,1,37.4286,4.25,27.25,0,0,0,1,0,0,0,0,0,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5714,0,0,0,0,17.2857,62,0,0,70.5714,0,241.286,0,0,0,0,1.33333,2,0,0,1,0,25.2857,0,3.75,0,14.5,0,0,0,3.5,0,0,0,0,0,Eastern Irish Sea
S159,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,221,0,279,232,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,104,0,0,0,0,0,0,0,0,8,0,55,91,0,0,0,0,0,0,0,2,0,0,0,0,6,39,0,0,0,42,0,0,2,0,0, Western Irish Sea
S160,0,2,0,0,0,0,0,0,0,0,104,0,0,4,0,0,0,34,0,14,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0, Western Irish Sea
S161,0,1,0,2.66667,0,0,3.25,0,0,0,18.2,0,0,1,0,0,0,8.8,0,174,87.8,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46.8,0,0,0,0,39.6,2.5,0,0,529.4,2,278,1,0,0,0,1,0,0,0,0,0,0,0,1,0,35.5,0,0,0,15,0,0,0,0,0, Western Irish Sea
S162,0,8,0,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,6,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0, Western Irish Sea
S163,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Western Irish Sea
S164,0,3,0,3,0,0,2,0,0,0,23.5,0,0,0,0,0,0,99,0,40,159.5,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,0,0,0,0,27,2,0,0,0,7.5,2,2.5,0,57.5,0,90,7,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,0,25,0,0,1,0,0, Western Irish Sea
S165,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,4,234,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0, Western Irish Sea
S166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,30,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,2,86,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,114,0,0,0,0,0, Western Irish Sea
S167,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,46,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0, Western Irish Sea
S168,0,0,0,6,0,0,2,0,0,0,10,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,104,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0, Western Irish Sea
S169,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,10,120,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,4,0,0,10,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,290,0,0,0,0,0, Western Irish Sea
S170,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,2,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,44,0,0,0,0,0, Western Irish Sea
S171,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,62,0,6,130,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,70,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,118,0,0,0,0,0, Western Irish Sea
S172,0,1,0,1,0,1,2.33333,0,0,0,6,0,0,0,0,0,0,10,24.75,225.4,42.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6,0,0,0,0,4.6,4.4,0,10,227.8,0,288.6,3,0,13,0,0,0,0,0,0,0,1,0,3,0,16.6,0,0,0,38.4,0,0,0,0,0, Western Irish Sea
S173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Western Irish Sea
S174,0,9.33333,0,1.5,0,2.5,5,0,0,0,33.3333,0,0,0,0,0,0,28,4,69,171.667,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12.5,0,14.3333,0,0,153.5,0,0,0,0,4.66667,0,0,22.6667,41,0,120,30,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,59.3333,0,0,1,0,0, Western Irish Sea
S175,0,1,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,7,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19.5,0,8,0,0,1,0,0, Western Irish Sea
S176,0,4,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,25,0,0,0,0,5,0,0,0,134,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,1,0,0,0,0,0, Western Irish Sea
S177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.25,23.3333,16.2,70,1,0,2,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,49.4,0,0,0,0,1.6,8,0,4,71.4,0,101.2,6,4,2.5,0,1,0,0,0,2.66667,1,2,0,0,0,20.2,0,2,0,3.33333,0,0,0,0,0, Western Irish Sea
S178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,36,0,0,124,0,76,0,0,0,0,10,0,0,0,0,0,0,0,0,0,74,0,0,0,8,0,0,0,0,0, Western Irish Sea
S179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Western Irish Sea
S180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,2,0,0,0,4,0,8,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Western Irish Sea
S181,0,0,0,0,0,0,0,0,0,0,2.66667,0,0,1,0,0,0,8.2,1,98.2,22.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.4,0,0,0,0,2.66667,75.4,0,0,633.2,0,1088.8,1,5.66667,18.25,0,0,1,0,0,0,0,4.25,0,0,0,27,0,0,0,36.8,0,0,1,0,0, Western Irish Sea
S182,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,8,178,80,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.5,0,0,0,0,2,82,0,2,360,0,1258,0,12,84,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,54,0,0,0,0,0, Western Irish Sea
S183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,0,0,650,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0, Western Irish Sea
S184,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.66667,2,25.2,8.5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2222,0,0,0,0,12.4,39.8,0,0,683.4,0,791,1,2,2.75,0,4,1,0,0,1,0,2.75,0,0,0,29.2,0,3,0,6,0,0,0,0,0, Western Irish Sea
S185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,16,0,0,134,0,144,0,0,0,0,0,0,0,0,0,0,4,0,0,0,34,0,0,0,2,0,0,0,0,0, Western Irish Sea
S186,0,0,0,1.25,0,0,1,0,0,4,1,0,0,1.33333,0,0,0,0,0,0,84.1429,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.85714,0,3.4,0,0,1,0,0,1,0,0,North-eastern Channel
S187,0,0,0,5.33333,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,31.4286,0,1.5,0,0,17.2857,171.714,0,0,9,0,8.33333,0,0,0,0,3.2,0,0,0,0,0,3.14286,0,3,0,1,0,0,0,1,0,0,0,0,0,North-eastern Channel
S188,0,0,1,2,1,1,2.71429,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,1,0,0,12.5714,58,1,0,8.14286,0,2,0,0,0,0,1.6,0,0,0,0,0,4.33333,0,2.66667,1,0,0,0,0,1,0,0,0,0,0,North-eastern Channel
S189,0,0,0,20.2,0,0,4.33333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2857,0,2.6,0,0,22.75,217.143,0,0,10.6667,0,10,1,0,0,0,1.5,0,0,0,0,0,5.42857,0,1.33333,0,0,0,0,0,3,0,0,0,0,0,North-eastern Channel
S190,0,0,1,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0,0,1,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,6.14286,1,1,0,7,0,1,0,0,0,0,4.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,North-eastern Channel
S191,0,0,0,2.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.5,0,1,1.5,0,0,0,0,0,0,0,0,0,12,0,4,0,0,9.71429,2.5,0,0,8.28571,0,1.66667,0,0,0,0,1.75,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,North-eastern Channel
S192,0,0,0,2.83333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,10,0,0,1,0,0,0,0,0,0,0,0,2.33333,0,0,0,0,0,2.4,0,0,1.5,1,3.5,0,0,4,0,1,0,0,0,0,0,0,0,12.8571,0,2.33333,0,0,23,18.3333,0,0,15.1667,0,1,0,0,0,0,1,1,0,0,0,0,2,0,2.5,0,0,1,0,6,1.5,0,0,0,0,0,North-eastern Channel
S193,0,0,0,1.25,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,0,0,0,1,2.2,0,2,0,0,0,0,0,0,0,0,0,0,9.14286,0,1,0,0,2.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,1,0,0,1.5,0,0,1,0,0,North-eastern Channel
S194,0,0,1,1,1,0,1,0,0,0,1.5,0,0,1,0,0,0,0,0,0,10.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.33333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66667,0,0,0,0,3.25,0,0,2,0,0,North-eastern Channel
S195,0,0,0,1.75,0,0,1.33333,0,0,0,3.66667,0,0,1,0,0,0,0,0,0,45.8571,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.33333,0,0,1,0,0,0,0,1,1,0,8.42857,0,2.2,0,0,1.8,1,0,1,4,0,0,1.5,0,0,0,1,0,0,0,0,0,0,0,1,2.33333,0,1,0,1,1,0,0,1.66667,0,0,North-eastern Channel
S196,0,0,1,2.16667,0,1,2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,23.25,37.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4286,0,0,0,0,4.57143,5.42857,0,0,8.66667,0,1.5,1,0,0,0,1,0,0,0,0,0,1.33333,0,1.2,1,1,1.5,0,1,1,0,0,0,0,0,North-eastern Channel
S197,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4.4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,1,0,0,4,0,0,0,18,0,1,0,0,0,0,0,0,1,10.2857,0,13.4286,0,0,3.16667,18.1429,0,0,2.2,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.8,1,0,1,0,0,1,0,0,North-eastern Channel
S198,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,25.7143,0,1,0,0,7.57143,326.143,0,0,10.2857,0,10.8333,0,0,0,0,1.66667,0,0,0,0,0,5.33333,0,2.42857,0,3.5,0,0,0,1,0,0,0,0,0,North-eastern Channel
S199,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.4286,0,1,0,0,11.5714,282.286,1,2,14,1,22.2857,1,0,0,0,1,1,0,0,0,0,8.57143,0,3,0,1.6,0,0,0,1,0,0,0,0,0,North-eastern Channel
S200,0,0,1,2.14286,0,1,1.5,0,0,0,0,0,0,1.6,0,0,0,0,0,1,16,25.6667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,14.7143,0,0,0,0,2.57143,51,1,1,10,0,4.85714,1,0,0,0,2,0,0,0,0,0,10.4286,0,1,1.5,1,0,0,0,1,0,0,0,0,0,North-eastern Channel
S201,0,0,0,2.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63,50.3333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,50.6667,0,2.5,0,0,23.5,362.833,0,0,23.5,2,54.1667,1,0,0,0,1,0,0,0,0,0,3,0,2.83333,0,1,0,0,0,2,0,0,1,0,0,North-eastern Channel
S202,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.28571,0,0,0,0,7,0,0,0,0,3.5,28.6667,1.5,2.25,20.8571,0,5.85714,1,0,0,0,1,0,0,0,0,0,6.85714,0,1,2.5,1.66667,0,0,0,1,0,0,0,0,0,North-eastern Channel
S203,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.14286,0,0,0,0,27.5714,0,1.5,0,0,14.2857,42.5714,0,1.5,27,1,13.1667,4.33333,0,0,0,2.5,0,0,0,0,0,2.5,0,1.8,1,0,0,0,0,2.33333,0,0,0,0,0,North-eastern Channel
S204,0,0,0,2.66667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57143,0,0,0,0,29.5714,0,0,0,0,13.1429,38.8571,0,8.57143,37.7143,2.5,72,1,0,0,0,1,0,0,0,0,0,9.14286,0,1,4.25,1,0,0,0,5,0,0,1,0,0,North-eastern Channel
S205,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,188,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13.5714,0,0,0,0,54.1429,0,0,0,0,59.5714,140.857,0,2,41,19.3333,129.286,0,0,0,0,3.75,0,0,0,1,0,3.66667,0,2.66667,0,0,0,0,0,17.5,0,0,0,0,0,North-eastern Channel
S206,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,39.75,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,148.857,0,0,0,0,55.5714,55.8333,0,8,36,6.5,236,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,North-eastern Channel
S207,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,North-eastern Channel
S208,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,1,0,0,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,North-eastern Channel
S209,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333,98,87.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6667,0,0,0,0,12.4,39,0,0,7.6,10.4,52.2,0,0,0,0,0,0,0,0,0,0,0,0,1.33333,0,0,0,0,0,22,0,0,0,0,0,North-eastern Channel
S210,0,0,0,1.66667,0,0,0,0,0,0,1.75,0,0,0,1,0,0,1,0,0,7.16667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2.5,0,0,0,0,3.6,0,0,0,0,5.33333,0,1,0,5.16667,0,10.6,2.83333,0,0,0,1,1,0,0,0,0,0,0,1.33333,1.5,2,0,0,0,1.66667,0,0,1,0,0,North-eastern Channel
